,Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Continent,Experience_Range,Race_Category,Latitude,Longitude
254,35,Female,Bachelor's,Senior Marketing Analyst,8,85000,Canada,White,America,41913,White,56.130366,106.346771
255,44,Male,Bachelor's,Senior Software Engineer,14,130000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
256,34,Female,Master's,Senior Financial Advisor,6,100000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
257,35,Male,Bachelor's,Senior Project Coordinator,9,95000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
258,50,Female,PhD,Director of Operations,22,180000,Australia,White,Oceania,20-24,White,25.274398,133.775136
259,29,Male,Bachelor's,Junior Business Operations Analyst,1.5,350,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
260,,,,,,,Canada,White,America,0-4,White,56.130366,106.346771
261,37,Female,Bachelor's,Senior Financial Manager,10,120000,USA,African American,America,41913,Black,37.09024,-95.712891
262,46,Male,PhD,Senior Data Scientist,18,160000,China,Chinese,Asia,20-24,Asian,35.86166,"104.195397	"
263,31,Female,Bachelor's,Junior Marketing Coordinator,3,50000,Australia,White,Oceania,45174,White,25.274398,133.775136
264,42,Male,Bachelor's,Senior Operations Manager,12,110000,Canada,Black,America,41913,Black,56.130366,106.346771
265,29,Female,Bachelor's,Junior Sales Representative,1.5,40000,USA,African American,America,0-4,Black,37.09024,-95.712891
266,36,Male,Bachelor's,Senior Marketing Specialist,8,95000,UK,White,Europe,41913,White,55.378051,-3.435973
267,44,Female,Master's,Senior HR Specialist,15,140000,China,Chinese,Asia,15-19,Asian,35.86166,"104.195397	"
268,33,Male,Bachelor's,Junior Operations Manager,4,60000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
269,39,Female,Bachelor's,Senior Marketing Coordinator,9,110000,China,White,Asia,41913,White,35.86166,"104.195397	"
270,45,Male,PhD,Senior Data Engineer,16,150000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
271,32,Female,Bachelor's,Junior Marketing Manager,4,60000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
272,37,Male,Bachelor's,Senior Financial Analyst,8,90000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
273,47,Female,Master's,Director of Marketing,20,180000,UK,Mixed,Europe,20-24,Other,55.378051,-3.435973
274,30,Male,Bachelor's,Junior Business Analyst,2,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
275,38,Female,Bachelor's,Senior Project Manager,9,120000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
276,46,Male,PhD,Senior Data Analyst,17,160000,UK,Asian,Europe,15-19,Asian,55.378051,-3.435973
277,34,Female,Bachelor's,Junior Financial Analyst,5,70000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
278,36,Male,Bachelor's,Senior Product Manager,8,95000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
279,49,Female,Master's,Director of Operations,21,180000,UK,Mixed,Europe,20-24,Other,55.378051,-3.435973
280,31,Male,Bachelor's,Junior Operations Analyst,3,50000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
281,41,Female,Bachelor's,Senior Project Coordinator,11,95000,Canada,Black,America,41913,Black,56.130366,106.346771
282,47,Male,Master's,Director of Marketing,19,170000,Canada,White,America,20-24,White,56.130366,106.346771
283,29,Female,Bachelor's,Junior Business Development Associate,1.5,35000,Australia,White,Oceania,0-4,White,25.274398,133.775136
284,35,Male,Bachelor's,Senior Financial Manager,9,100000,Canada,White,America,41913,White,56.130366,106.346771
285,44,Female,PhD,Senior Product Designer,15,150000,China,White,Asia,15-19,White,35.86166,"104.195397	"
286,33,Male,Bachelor's,Junior Business Analyst,4,60000,Canada,Black,America,45174,Black,56.130366,106.346771
287,35,Female,Bachelor's,Senior Marketing Analyst,8,85000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
288,44,Male,Bachelor's,Senior Software Engineer,13,130000,Canada,White,America,15-19,White,56.130366,106.346771
289,32,Male,Bachelor's,Junior Product Manager,4,65000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
290,38,Female,Bachelor's,Senior Business Analyst,10,110000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
291,49,Male,PhD,Director of Operations,21,180000,USA,Asian,America,20-24,Asian,37.09024,-95.712891
292,29,Female,Bachelor's,Junior Marketing Specialist,2,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
293,35,Male,Bachelor's,Senior Business Development Manager,7,90000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
294,45,Female,Master's,Senior HR Manager,14,140000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
295,33,Male,Bachelor's,Junior Financial Analyst,4,60000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
296,40,Female,Bachelor's,Senior Marketing Manager,12,130000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
297,44,Male,PhD,Senior Data Scientist,16,160000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
298,30,Female,Bachelor's,Junior Operations Coordinator,2,40000,Australia,White,Oceania,0-4,White,25.274398,133.775136
299,37,Male,Bachelor's,Senior Marketing Analyst,9,100000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
300,48,Female,Master's,Director of HR,20,180000,USA,Hispanic,America,20-24,Other,37.09024,-95.712891
301,31,Male,Bachelor's,Junior Project Manager,3,55000,Canada,Black,America,45174,Black,56.130366,106.346771
302,38,Female,Bachelor's,Senior Operations Coordinator,9,120000,Canada,Asian,America,41913,Asian,56.130366,106.346771
303,45,Male,PhD,Senior Data Engineer,16,150000,Canada,Black,America,15-19,Black,56.130366,106.346771
304,33,Female,Bachelor's,Junior Marketing Manager,5,70000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
305,36,Male,Bachelor's,Senior Business Analyst,8,95000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
306,49,Female,Master's,Director of Marketing,21,180000,China,White,Asia,20-24,White,35.86166,"104.195397	"
307,31,Male,Bachelor's,Junior Operations Analyst,3,50000,Canada,Black,America,45174,Black,56.130366,106.346771
308,42,Female,Bachelor's,Senior Project Manager,12,120000,Australia,White,Oceania,41913,White,25.274398,133.775136
309,47,Male,Master's,Director of Marketing,19,170000,UK,White,Europe,20-24,White,55.378051,-3.435973
310,29,Female,Bachelor's,Junior Business Development Associate,1.5,35000,Australia,White,Oceania,0-4,White,25.274398,133.775136
311,35,Male,Bachelor's,Senior Financial Manager,9,100000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
312,44,Female,PhD,Senior Product Designer,15,150000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
313,33,Male,Bachelor's,Junior Business Analyst,4,60000,UK,White,Europe,45174,White,55.378051,-3.435973
314,35,Female,Bachelor's,Senior Marketing Analyst,8,85000,Canada,Black,America,41913,Black,56.130366,106.346771
315,44,Male,Bachelor's,Senior Software Engineer,13,130000,Australia,White,Oceania,15-19,White,25.274398,133.775136
316,34,Female,Master's,Senior Financial Advisor,6,80000,Canada,White,America,45174,White,56.130366,106.346771
317,36,Male,Bachelor's,Senior Marketing Specialist,8,95000,Canada,White,America,41913,White,56.130366,106.346771
318,30,Female,Bachelor's,Junior HR Coordinator,2,40000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
319,37,Male,Bachelor's,Senior Business Development Manager,10,120000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
320,45,Female,Master's,Senior Marketing Manager,16,160000,Canada,Black,America,15-19,Black,56.130366,106.346771
321,32,Male,Bachelor's,Junior Financial Advisor,4,65000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
322,39,Female,Bachelor's,Senior Project Manager,12,130000,Canada,White,America,41913,White,56.130366,106.346771
323,47,Male,PhD,Director of Engineering,20,180000,China,White,Asia,20-24,White,35.86166,"104.195397	"
324,29,Female,Bachelor's,Junior Marketing Analyst,2,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
325,36,Male,Bachelor's,Senior Operations Manager,9,100000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
326,43,Female,PhD,Senior Data Scientist,15,150000,USA,African American,America,15-19,Black,37.09024,-95.712891
327,32,Male,Bachelor's,Junior Marketing Coordinator,3,55000,Canada,White,America,45174,White,56.130366,106.346771
328,38,Female,Bachelor's,Senior Business Analyst,10,110000,China,White,Asia,41913,White,35.86166,"104.195397	"
329,48,Male,Master's,Director of Marketing,21,180000,China,Chinese,Asia,20-24,Asian,35.86166,"104.195397	"
330,31,Female,Bachelor's,Junior Business Development Associate,3,50000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
331,40,Male,Bachelor's,Senior Financial Analyst,12,130000,Australia,White,Oceania,41913,White,25.274398,133.775136
332,45,Female,PhD,Senior UX Designer,16,160000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
333,33,Male,Bachelor's,Junior Product Manager,4,60000,Canada,Asian,America,45174,Asian,56.130366,106.346771
334,36,Female,Bachelor's,Senior Marketing Manager,8,95000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
335,47,Male,Master's,Director of Operations,19,170000,China,Chinese,Asia,20-24,Asian,35.86166,"104.195397	"
336,29,Female,Bachelor's,Junior Project Manager,2,40000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
337,34,Male,Bachelor's,Senior Operations Coordinator,7,90000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
338,44,Female,PhD,Senior Business Analyst,15,150000,UK,White,Europe,15-19,White,55.378051,-3.435973
339,33,Male,Bachelor's,Junior Marketing Specialist,5,70000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
340,35,Female,Bachelor's,Senior Financial Manager,8,90000,Australia,White,Oceania,41913,White,25.274398,133.775136
341,43,Male,Master's,Director of Marketing,18,170000,China,Korean,Asia,20-24,Asian,35.86166,"104.195397	"
342,31,Female,Bachelor's,Junior Financial Analyst,3,50000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
343,41,Male,Bachelor's,Senior Product Manager,14,150000,Canada,White,America,15-19,White,56.130366,106.346771
344,44,Female,PhD,Senior Data Engineer,16,160000,Canada,Asian,America,15-19,Asian,56.130366,106.346771
345,33,Male,Bachelor's,Junior Business Analyst,4,60000,Canada,Black,America,45174,Black,56.130366,106.346771
346,35,Female,Bachelor's,Senior Marketing Analyst,8,85000,Canada,Asian,America,41913,Asian,56.130366,106.346771
347,45,Male,Master's,Director of Engineering,19,180000,China,Chinese,Asia,20-24,Asian,35.86166,"104.195397	"
348,28,Female,Bachelor's,Junior Operations Manager,1,35000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
349,36,Male,Bachelor's,Senior Business Development Manager,8,110000,USA,Asian,America,41913,Asian,37.09024,-95.712891
350,44,Female,PhD,Senior Data Scientist,16,160000,China,Chinese,Asia,15-19,Asian,35.86166,"104.195397	"
351,31,Male,Bachelor's,Junior Marketing Coordinator,3,55000,Canada,Black,America,45174,Black,56.130366,106.346771
352,38,Female,Bachelor's,Senior Business Analyst,10,110000,Canada,Black,America,41913,Black,56.130366,106.346771
353,48,Male,Master's,Director of Marketing,21,180000,Canada,Asian,America,20-24,Asian,56.130366,106.346771
354,31,Female,Bachelor's,Junior Business Development Associate,3,50000,Canada,Black,America,45174,Black,56.130366,106.346771
355,40,Male,Bachelor's,Senior Financial Analyst,12,130000,USA,White,America,41913,White,37.09024,-95.712891
356,45,Female,PhD,Senior UX Designer,16,160000,UK,Asian,Europe,15-19,Asian,55.378051,-3.435973
357,33,Male,Bachelor's,Junior Product Manager,4,60000,Canada,White,America,45174,White,56.130366,106.346771
358,36,Female,Bachelor's,Senior Marketing Manager,8,95000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
359,47,Male,Master's,Director of Operations,19,170000,UK,Welsh,Europe,20-24,White,55.378051,-3.435973
360,29,Female,Bachelor's,Junior Project Manager,2,40000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
361,34,Male,Bachelor's,Senior Operations Coordinator,7,90000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
362,44,Female,PhD,Senior Business Analyst,15,150000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
363,33,Male,Bachelor's,Junior Marketing Specialist,5,70000,Canada,White,America,45174,White,56.130366,106.346771
364,35,Female,Bachelor's,Senior Financial Manager,8,90000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
365,43,Male,Master's,Director of Marketing,18,170000,Canada,Asian,America,20-24,Asian,56.130366,106.346771
366,31,Female,Bachelor's,Junior Financial Analyst,3,50000,Canada,Black,America,45174,Black,56.130366,106.346771
367,41,Male,Bachelor's,Senior Product Manager,14,150000,China,Chinese,Asia,15-19,Asian,35.86166,"104.195397	"
368,44,Female,PhD,Senior Data Engineer,16,160000,Australia,White,Oceania,15-19,White,25.274398,133.775136
369,33,Male,Bachelor's,Junior Business Analyst,4,60000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
370,35,Female,Bachelor's,Senior Marketing Analyst,8,85000,China,White,Asia,41913,White,35.86166,"104.195397	"
371,43,Male,Master's,Director of Operations,19,170000,China,White,Asia,20-24,White,35.86166,"104.195397	"
372,29,Female,Bachelor's,Junior Project Manager,2,40000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
373,34,Male,Bachelor's,Senior Operations Coordinator,7,90000,China,White,Asia,45174,White,35.86166,"104.195397	"
374,44,Female,PhD,Senior Business Analyst,15,150000,UK,White,Europe,15-19,White,55.378051,-3.435973
375,31,Male,Master's,Data Scientist,6,160000,Australia,White,Oceania,45174,White,25.274398,133.775136
376,28,Female,Bachelor's,Software Engineer,3,125000,Canada,Black,America,45174,Black,56.130366,106.346771
377,26,Male,Master's,Product Manager,2,120000,China,White,Asia,0-4,White,35.86166,"104.195397	"
378,27,Female,Bachelor's,Data Analyst,2,110000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
379,30,Male,PhD,Data Scientist,5,180000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
380,29,Female,Bachelor's,Software Engineer,4,140000,Australia,White,Oceania,45174,White,25.274398,133.775136
381,32,Male,Bachelor's,Product Manager,7,170000,USA,Asian,America,45174,Asian,37.09024,-95.712891
382,25,Female,Master's,Data Analyst,1,100000,China,White,Asia,0-4,White,35.86166,"104.195397	"
383,33,Male,PhD,Data Scientist,8,190000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
384,31,Female,Bachelor's,Software Engineer,6,155000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
385,28,Male,Master's,Product Manager,3,130000,Canada,Black,America,45174,Black,56.130366,106.346771
386,30,Female,Bachelor's,Data Analyst,5,145000,USA,African American,America,45174,Black,37.09024,-95.712891
387,27,Male,PhD,Data Scientist,2,115000,USA,African American,America,0-4,Black,37.09024,-95.712891
388,29,Female,Bachelor's,Software Engineer,4,140000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
389,34,Male,Bachelor's,Product Manager,9,185000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
390,25,Female,Master's,Data Analyst,1,100000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
391,33,Male,PhD,Data Scientist,8,190000,Canada,Black,America,41913,Black,56.130366,106.346771
392,31,Female,Bachelor's,Software Engineer,6,155000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
393,28,Male,Master's,Product Manager,3,130000,Australia,White,Oceania,45174,White,25.274398,133.775136
394,30,Female,Bachelor's,Data Analyst,5,145000,Australia,White,Oceania,45174,White,25.274398,133.775136
395,28,Male,Bachelor's,Software Engineer,3,125000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
396,26,Female,Master's,Product Manager,2,120000,USA,White,America,0-4,White,37.09024,-95.712891
397,27,Male,Bachelor's,Data Analyst,2,110000,USA,African American,America,0-4,Black,37.09024,-95.712891
398,30,Female,PhD,Data Scientist,5,180000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
399,29,Male,Bachelor's,Software Engineer,4,140000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
400,32,Male,Bachelor's,Product Manager,7,170000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
401,25,Female,Master's,Data Analyst,1,100000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
402,33,Male,PhD,Data Scientist,8,190000,Canada,Asian,America,41913,Asian,56.130366,106.346771
403,31,Female,Bachelor's,Software Engineer,6,155000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
404,28,Male,Master's,Product Manager,3,130000,Canada,Asian,America,45174,Asian,56.130366,106.346771
405,30,Female,Bachelor's,Data Analyst,5,145000,Canada,Asian,America,45174,Asian,56.130366,106.346771
406,27,Male,PhD,Data Scientist,2,115000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
407,29,Female,Bachelor's,Software Engineer,4,140000,Australia,White,Oceania,45174,White,25.274398,133.775136
408,34,Male,Bachelor's,Product Manager,9,185000,Canada,White,America,41913,White,56.130366,106.346771
409,25,Female,Master's,Data Analyst,1,100000,China,White,Asia,0-4,White,35.86166,"104.195397	"
410,33,Male,PhD,Data Scientist,8,190000,UK,White,Europe,41913,White,55.378051,-3.435973
411,31,Female,Bachelor's,Software Engineer,6,155000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
412,28,Male,Master's,Product Manager,3,130000,Canada,Asian,America,45174,Asian,56.130366,106.346771
413,30,Female,Bachelor's,Data Analyst,5,145000,Canada,White,America,45174,White,56.130366,106.346771
414,28,Male,Bachelor's,Software Engineer,3,125000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
415,26,Female,Master's,Product Manager,2,120000,USA,White,America,0-4,White,37.09024,-95.712891
416,27,Male,Bachelor's,Data Analyst,2,110000,Australia,White,Oceania,0-4,White,25.274398,133.775136
417,30,Female,PhD,Data Scientist,5,180000,Canada,Black,America,45174,Black,56.130366,106.346771
